Short ID,Survival,Quantity,Height (cm),Open Closed,Location UML,Water Yes No,Sampling Group
M_C_24_4,TRUE,3,15,Closed,Middle,No,M_C
M_C_26_2,FALSE,3,15,Closed,Middle,Yes,M_C
M_C_26_4,TRUE,3,15,Closed,Middle,Yes,M_C
M_C_29_3,TRUE,2,15,Closed,Middle,Yes,M_C
M_C_30_1,TRUE,2,15,Closed,Middle,No,M_C
M_C_31_2,TRUE,3,15,Closed,Middle,Yes,M_C
M_C_35_4,FALSE,1,15,Closed,Middle,Yes,M_C
M_C_42_4,TRUE,1,15,Closed,Middle,No,M_C
M_C_45_1,TRUE,1,15,Closed,Middle,Yes,M_C
M_C_45_3,TRUE,3,15,Closed,Middle,No,M_C
M_C_49_4,TRUE,1,15,Closed,Middle,No,M_C
M_O_01_2,TRUE,1,15,Open,Middle,Yes,M_O
M_O_20_1,TRUE,1,15,Open,Middle,No,M_O
M_O_23_1,TRUE,2,15,Open,Middle,Yes,M_O
M_O_34_3,TRUE,2,15,Open,Middle,No,M_O
M_O_36_4,TRUE,3,15,Open,Middle,No,M_O
U_C_05_4,TRUE,1,15,Closed,Upper,No,U_C
U_C_06_2,TRUE,1,15,Closed,Upper,Yes,U_C
U_C_06_4,TRUE,2,15,Closed,Upper,No,U_C
U_C_10_2,TRUE,3,15,Closed,Upper,No,U_C
U_C_13_2,TRUE,2,15,Closed,Upper,Yes,U_C
U_C_13_4,TRUE,1,15,Closed,Upper,No,U_C
U_C_45_1,TRUE,1,15,Closed,Upper,Yes,U_C
U_C_48_3,TRUE,3,15,Closed,Upper,No,U_C
U_O_03_1,TRUE,2,15,Open,Upper,Yes,U_O
U_O_07_4,TRUE,1,15,Open,Upper,Yes,U_O
U_O_08_2,TRUE,2,15,Open,Upper,No,U_O
U_O_15_2,TRUE,1,15,Open,Upper,Yes,U_O
U_O_16_1,TRUE,2,15,Open,Upper,No,U_O
U_O_17_4,TRUE,1,15,Open,Upper,No,U_O
U_O_18_3,TRUE,1,15,Open,Upper,Yes,U_O
U_O_19_2,TRUE,2,15,Open,Upper,Yes,U_O
U_O_47_1,TRUE,1,15,Open,Upper,Yes,U_O
U_O_51_4,TRUE,3,15,Open,Upper,No,U_O
U_C_23_3,TRUE,1,15.3,Closed,Upper,Yes,U_C
M_C_43_3,TRUE,3,15.5,Closed,Middle,No,M_C
U_C_45_2,TRUE,1,15.5,Closed,Upper,Yes,U_C
L_C_17_3,TRUE,1,16,Closed,Lower,No,L_C
L_C_24_2,TRUE,1,16,Closed,Lower,No,L_C
L_C_25_2,TRUE,1,16,Closed,Lower,No,L_C
L_C_38_2,TRUE,1,16,Closed,Lower,Yes,L_C
L_C_44_1,TRUE,2,16,Closed,Lower,No,L_C
L_O_06_4,TRUE,1,16,Open,Lower,Yes,L_O
L_O_16_4,TRUE,1,16,Open,Lower,No,L_O
L_O_49_1,TRUE,1,16,Open,Lower,Yes,L_O
L_O_53_2,TRUE,1,16,Open,Lower,No,L_O
M_C_03_4,TRUE,2,16,Closed,Middle,Yes,M_C
M_C_05_2,TRUE,1,16,Closed,Middle,No,M_C
M_C_05_3,TRUE,1,16,Closed,Middle,Yes,M_C
M_C_07_4,TRUE,2,16,Closed,Middle,Yes,M_C
M_C_13_3,TRUE,1,16,Closed,Middle,Yes,M_C
M_C_14_1,TRUE,2,16,Closed,Middle,No,M_C
M_C_15_4,TRUE,1,16,Closed,Middle,Yes,M_C
M_C_19_3,TRUE,2,16,Closed,Middle,No,M_C
M_C_19_4,TRUE,2,16,Closed,Middle,Yes,M_C
M_C_26_1,TRUE,3,16,Closed,Middle,No,M_C
M_C_26_3,TRUE,2,16,Closed,Middle,No,M_C
M_C_35_3,TRUE,2,16,Closed,Middle,Yes,M_C
M_C_51_1,TRUE,1,16,Closed,Middle,No,M_C
M_O_31_3,TRUE,1,16,Open,Middle,Yes,M_O
M_O_31_4,TRUE,2,16,Open,Middle,No,M_O
U_C_16_4,TRUE,1,16,Closed,Upper,Yes,U_C
U_C_35_4,TRUE,1,16,Closed,Upper,No,U_C
U_C_50_3,TRUE,1,16,Closed,Upper,Yes,U_C
U_O_05_3,TRUE,1,16,Open,Upper,Yes,U_O
U_O_06_3,TRUE,3,16,Open,Upper,No,U_O
U_O_26_1,TRUE,1,16,Open,Upper,Yes,U_O
U_O_33_3,TRUE,1,16,Open,Upper,Yes,U_O
U_O_35_2,TRUE,1,16,Open,Upper,Yes,U_O
U_O_40_1,TRUE,2,16,Open,Upper,No,U_O
U_O_44_4,TRUE,2,16,Open,Upper,No,U_O
U_O_49_4,TRUE,1,16,Open,Upper,No,U_O
L_O_09_3,TRUE,1,16.1,Open,Lower,Yes,L_O
L_O_14_1,TRUE,1,16.2,Open,Lower,Yes,L_O
M_O_13_2,TRUE,1,16.3,Open,Middle,No,M_O
U_C_19_4,TRUE,1,16.3,Closed,Upper,Yes,U_C
U_C_34_4,TRUE,2,16.3,Closed,Upper,No,U_C
L_C_01_1,TRUE,2,16.5,Closed,Lower,No,L_C
L_C_07_3,TRUE,1,16.5,Closed,Lower,No,L_C
L_C_19_2,TRUE,1,16.5,Closed,Lower,No,L_C
M_C_48_4,TRUE,2,16.5,Closed,Middle,No,M_C
M_O_26_2,TRUE,2,16.5,Open,Middle,Yes,M_O
U_C_38_2,TRUE,1,16.5,Closed,Upper,Yes,U_C
L_C_16_2,TRUE,1,16.7,Closed,Lower,No,L_C
U_C_21_2,TRUE,3,16.8,Closed,Upper,No,U_C
L_C_14_3,TRUE,1,17,Closed,Lower,No,L_C
L_C_19_4,TRUE,1,17,Closed,Lower,Yes,L_C
L_C_24_1,TRUE,1,17,Closed,Lower,Yes,L_C
L_C_29_1,TRUE,1,17,Closed,Lower,No,L_C
L_C_32_3,TRUE,1,17,Closed,Lower,No,L_C
L_C_34_2,TRUE,1,17,Closed,Lower,No,L_C
L_O_04_3,TRUE,1,17,Open,Lower,No,L_O
L_O_05_1,TRUE,1,17,Open,Lower,No,L_O
M_C_24_3,TRUE,1,17,Closed,Middle,No,M_C
M_C_28_1,TRUE,2,17,Closed,Middle,Yes,M_C
M_C_39_3,TRUE,1,17,Closed,Middle,No,M_C
M_C_42_2,TRUE,3,17,Closed,Middle,No,M_C
M_C_44_1,TRUE,3,17,Closed,Middle,No,M_C
M_C_48_1,TRUE,1,17,Closed,Middle,Yes,M_C
M_O_01_4,TRUE,2,17,Open,Middle,No,M_O
M_O_02_4,TRUE,2,17,Open,Middle,Yes,M_O
M_O_24_3,TRUE,2,17,Open,Middle,No,M_O
M_O_34_4,TRUE,1,17,Open,Middle,No,M_O
M_O_39_2,TRUE,2,17,Open,Middle,No,M_O
M_O_39_4,TRUE,2,17,Open,Middle,No,M_O
U_C_01_4,TRUE,1,17,Closed,Upper,Yes,U_C
U_C_05_2,TRUE,3,17,Closed,Upper,Yes,U_C
U_C_11_1,TRUE,2,17,Closed,Upper,Yes,U_C
U_C_12_2,TRUE,2,17,Closed,Upper,No,U_C
U_C_13_1,TRUE,1,17,Closed,Upper,Yes,U_C
U_C_19_3,TRUE,3,17,Closed,Upper,Yes,U_C
U_C_47_1,TRUE,2,17,Closed,Upper,No,U_C
U_C_48_4,TRUE,3,17,Closed,Upper,Yes,U_C
U_C_49_2,TRUE,3,17,Closed,Upper,No,U_C
U_O_01_2,TRUE,2,17,Open,Upper,No,U_O
U_O_43_3,TRUE,2,17,Open,Upper,No,U_O
U_O_47_4,FALSE,1,17,Open,Upper,No,U_O
L_O_15_3,TRUE,1,17.1,Open,Lower,No,L_O
L_C_20_1,TRUE,1,17.2,Closed,Lower,No,L_C
L_C_19_1,TRUE,1,17.5,Closed,Lower,No,L_C
L_O_11_4,TRUE,1,17.5,Open,Lower,No,L_O
M_O_10_3,TRUE,2,17.5,Open,Middle,Yes,M_O
M_O_49_1,TRUE,3,17.5,Open,Middle,Yes,M_O
U_C_04_4,TRUE,2,17.5,Closed,Upper,No,U_C
U_C_18_2,TRUE,2,17.5,Closed,Upper,Yes,U_C
U_C_21_1,TRUE,2,17.5,Closed,Upper,Yes,U_C
U_C_21_4,TRUE,3,17.5,Closed,Upper,No,U_C
M_O_18_4,TRUE,2,17.7,Open,Middle,No,M_O
M_O_49_4,TRUE,1,17.8,Open,Middle,No,M_O
L_C_20_3,TRUE,1,18,Closed,Lower,Yes,L_C
L_C_21_1,TRUE,1,18,Closed,Lower,Yes,L_C
L_C_21_2,TRUE,1,18,Closed,Lower,Yes,L_C
L_C_29_2,TRUE,1,18,Closed,Lower,No,L_C
L_C_29_4,TRUE,1,18,Closed,Lower,No,L_C
L_C_30_1,TRUE,1,18,Closed,Lower,No,L_C
L_O_06_3,TRUE,1,18,Open,Lower,No,L_O
L_O_22_1,TRUE,1,18,Open,Lower,Yes,L_O
M_C_06_4,TRUE,3,18,Closed,Middle,Yes,M_C
M_C_18_2,TRUE,1,18,Closed,Middle,Yes,M_C
M_C_18_3,TRUE,1,18,Closed,Middle,No,M_C
M_C_19_2,TRUE,1,18,Closed,Middle,No,M_C
M_O_03_2,TRUE,1,18,Open,Middle,No,M_O
M_O_10_2,TRUE,3,18,Open,Middle,Yes,M_O
M_O_23_4,TRUE,1,18,Open,Middle,No,M_O
M_O_32_1,TRUE,2,18,Open,Middle,No,M_O
M_O_50_1,TRUE,1,18,Open,Middle,Yes,M_O
M_O_50_3,TRUE,3,18,Open,Middle,Yes,M_O
U_C_02_3,TRUE,3,18,Closed,Upper,Yes,U_C
U_C_09_4,TRUE,3,18,Closed,Upper,Yes,U_C
U_C_13_3,TRUE,2,18,Closed,Upper,No,U_C
U_C_15_2,TRUE,1,18,Closed,Upper,Yes,U_C
U_C_37_1,TRUE,2,18,Closed,Upper,No,U_C
U_C_44_4,TRUE,3,18,Closed,Upper,Yes,U_C
U_C_46_1,TRUE,1,18,Closed,Upper,No,U_C
U_O_29_4,TRUE,1,18,Open,Upper,No,U_O
U_O_31_3,TRUE,2,18,Open,Upper,Yes,U_O
U_O_41_2,TRUE,3,18,Open,Upper,Yes,U_O
U_O_49_2,TRUE,3,18,Open,Upper,No,U_O
U_C_22_3,TRUE,2,18.4,Closed,Upper,No,U_C
L_C_06_3,TRUE,2,18.5,Closed,Lower,Yes,L_C
L_C_08_3,TRUE,2,18.5,Closed,Lower,No,L_C
L_O_09_4,TRUE,3,18.5,Open,Lower,Yes,L_O
L_O_30_2,TRUE,1,18.5,Open,Lower,No,L_O
M_C_37_3,TRUE,1,18.5,Closed,Middle,Yes,M_C
U_C_15_1,TRUE,3,18.5,Closed,Upper,Yes,U_C
M_O_44_3,TRUE,2,18.6,Open,Middle,No,M_O
M_O_18_2,TRUE,2,18.9,Open,Middle,Yes,M_O
L_C_16_4,TRUE,1,19,Closed,Lower,Yes,L_C
L_O_07_2,TRUE,1,19,Open,Lower,No,L_O
L_O_08_4,TRUE,1,19,Open,Lower,Yes,L_O
L_O_16_1,TRUE,2,19,Open,Lower,Yes,L_O
L_O_34_1,TRUE,1,19,Open,Lower,No,L_O
M_C_01_3,TRUE,3,19,Closed,Middle,No,M_C
M_C_30_4,TRUE,1,19,Closed,Middle,No,M_C
M_O_13_3,TRUE,1,19,Open,Middle,Yes,M_O
M_O_42_1,TRUE,2,19,Open,Middle,No,M_O
M_O_45_4,TRUE,1,19,Open,Middle,Yes,M_O
M_O_48_4,TRUE,1,19,Open,Middle,No,M_O
U_C_04_1,TRUE,3,19,Closed,Upper,No,U_C
U_C_15_3,TRUE,3,19,Closed,Upper,Yes,U_C
U_C_22_1,TRUE,3,19,Closed,Upper,Yes,U_C
U_C_28_1,TRUE,1,19,Closed,Upper,Yes,U_C
U_C_39_4,TRUE,1,19,Closed,Upper,No,U_C
U_O_32_3,TRUE,1,19,Open,Upper,Yes,U_O
U_O_36_2,TRUE,2,19,Open,Upper,No,U_O
U_O_50_2,TRUE,5,19,Open,Upper,Yes,U_O
L_C_19_3,TRUE,1,19.3,Closed,Lower,No,L_C
M_O_09_2,TRUE,1,19.4,Open,Middle,Yes,M_O
M_O_10_4,TRUE,1,19.5,Open,Middle,No,M_O
M_O_25_4,TRUE,3,19.5,Open,Middle,No,M_O
U_C_05_3,TRUE,1,19.5,Closed,Upper,Yes,U_C
U_C_26_1,TRUE,2,19.5,Closed,Upper,No,U_C
L_O_20_4,TRUE,1,19.6,Open,Lower,Yes,L_O
L_C_28_3,TRUE,1,20,Closed,Lower,Yes,L_C
M_C_15_3,TRUE,3,20,Closed,Middle,Yes,M_C
M_C_16_4,TRUE,2,20,Closed,Middle,Yes,M_C
M_C_36_4,TRUE,3,20,Closed,Middle,Yes,M_C
M_C_37_1,TRUE,3,20,Closed,Middle,No,M_C
M_O_24_2,TRUE,1,20,Open,Middle,Yes,M_O
U_C_17_3,TRUE,1,20,Closed,Upper,Yes,U_C
U_C_19_2,TRUE,1,20,Closed,Upper,Yes,U_C
U_C_29_3,TRUE,3,20,Closed,Upper,Yes,U_C
U_C_49_3,TRUE,2,20,Closed,Upper,Yes,U_C
U_O_44_3,TRUE,3,20,Open,Upper,No,U_O
U_O_50_3,TRUE,3,20,Open,Upper,Yes,U_O
L_C_10_1,TRUE,1,20.1,Closed,Lower,Yes,L_C
U_C_29_4,TRUE,1,20.3,Closed,Upper,No,U_C
L_C_06_2,TRUE,1,20.5,Closed,Lower,Yes,L_C
L_O_33_4,TRUE,1,20.5,Open,Lower,Yes,L_O
M_O_08_4,TRUE,1,20.5,Open,Middle,Yes,M_O
M_O_28_3,TRUE,2,20.5,Open,Middle,No,M_O
M_O_17_4,TRUE,3,20.9,Open,Middle,Yes,M_O
L_C_26_1,TRUE,1,21,Closed,Lower,No,L_C
L_C_26_3,TRUE,1,21,Closed,Lower,Yes,L_C
L_C_40_1,TRUE,2,21,Closed,Lower,Yes,L_C
L_O_06_2,TRUE,1,21,Open,Lower,Yes,L_O
M_C_22_3,TRUE,3,21,Closed,Middle,Yes,M_C
M_C_25_3,TRUE,2,21,Closed,Middle,No,M_C
M_C_41_3,TRUE,2,21,Closed,Middle,No,M_C
M_C_50_4,TRUE,2,21,Closed,Middle,Yes,M_C
M_O_08_2,TRUE,1,21,Open,Middle,Yes,M_O
M_O_42_3,TRUE,3,21,Open,Middle,Yes,M_O
M_O_45_2,TRUE,1,21,Open,Middle,Yes,M_O
M_O_49_2,TRUE,3,21,Open,Middle,No,M_O
U_C_01_2,TRUE,2,21,Closed,Upper,No,U_C
U_C_11_2,TRUE,2,21,Closed,Upper,Yes,U_C
U_C_45_4,TRUE,3,21,Closed,Upper,No,U_C
U_O_02_1,TRUE,2,21,Open,Upper,Yes,U_O
U_O_31_2,TRUE,1,21,Open,Upper,No,U_O
U_O_45_1,TRUE,3,21,Open,Upper,Yes,U_O
L_O_23_3,TRUE,1,21.5,Open,Lower,No,L_O
L_O_27_3,TRUE,1,21.5,Open,Lower,No,L_O
L_O_30_1,TRUE,1,21.5,Open,Lower,Yes,L_O
M_O_12_3,TRUE,2,21.5,Open,Middle,No,M_O
U_C_28_3,TRUE,3,21.5,Closed,Upper,Yes,U_C
L_C_06_1,TRUE,1,21.6,Closed,Lower,No,L_C
L_O_01_3,TRUE,1,22,Open,Lower,No,L_O
L_O_05_2,TRUE,1,22,Open,Lower,No,L_O
L_O_23_2,TRUE,1,22,Open,Lower,Yes,L_O
L_O_31_4,TRUE,1,22,Open,Lower,Yes,L_O
M_C_27_1,TRUE,2,22,Closed,Middle,Yes,M_C
M_C_41_4,TRUE,2,22,Closed,Middle,Yes,M_C
M_O_02_2,TRUE,4,22,Open,Middle,Yes,M_O
M_O_03_1,TRUE,3,22,Open,Middle,No,M_O
M_O_27_3,TRUE,2,22,Open,Middle,No,M_O
M_O_30_1,TRUE,2,22,Open,Middle,Yes,M_O
M_O_31_2,TRUE,3,22,Open,Middle,No,M_O
M_O_34_2,TRUE,2,22,Open,Middle,Yes,M_O
M_O_39_3,TRUE,1,22,Open,Middle,No,M_O
M_O_45_1,TRUE,2,22,Open,Middle,No,M_O
U_C_25_4,TRUE,2,22,Closed,Upper,No,U_C
U_C_41_2,TRUE,1,22,Closed,Upper,Yes,U_C
U_O_10_2,TRUE,2,22,Open,Upper,No,U_O
U_O_19_4,TRUE,3,22,Open,Upper,Yes,U_O
U_O_33_1,TRUE,1,22,Open,Upper,Yes,U_O
L_C_12_1,TRUE,1,22.1,Closed,Lower,No,L_C
M_O_12_4,TRUE,2,22.3,Open,Middle,Yes,M_O
U_C_27_2,TRUE,2,22.3,Closed,Upper,Yes,U_C
L_C_18_4,TRUE,1,22.4,Closed,Lower,No,L_C
L_C_27_1,TRUE,1,22.5,Closed,Lower,Yes,L_C
M_O_29_3,TRUE,3,22.5,Open,Middle,No,M_O
U_C_19_1,TRUE,3,22.5,Closed,Upper,No,U_C
L_C_24_3,TRUE,1,23,Closed,Lower,Yes,L_C
L_C_30_3,TRUE,1,23,Closed,Lower,Yes,L_C
L_O_01_2,TRUE,1,23,Open,Lower,Yes,L_O
L_O_08_1,TRUE,1,23,Open,Lower,No,L_O
M_C_38_2,TRUE,1,23,Closed,Middle,Yes,M_C
M_C_47_2,TRUE,2,23,Closed,Middle,Yes,M_C
M_O_21_4,TRUE,1,23,Open,Middle,Yes,M_O
U_C_48_2,TRUE,3,23,Closed,Upper,No,U_C
U_O_02_3,TRUE,3,23,Open,Upper,Yes,U_O
L_O_09_2,TRUE,1,23.2,Open,Lower,Yes,L_O
M_O_03_4,TRUE,1,23.5,Open,Middle,Yes,M_O
M_O_09_3,TRUE,2,23.8,Open,Middle,No,M_O
L_C_30_4,TRUE,1,24,Closed,Lower,Yes,L_C
L_C_40_3,TRUE,1,24,Closed,Lower,Yes,L_C
L_O_03_3,TRUE,1,24,Open,Lower,No,L_O
L_O_03_4,TRUE,1,24,Open,Lower,Yes,L_O
M_C_01_4,TRUE,2,24,Closed,Middle,Yes,M_C
M_C_29_1,FALSE,1,24,Closed,Middle,Yes,M_C
M_C_40_1,TRUE,2,24,Closed,Middle,No,M_C
M_O_32_4,TRUE,3,24,Open,Middle,No,M_O
U_C_47_2,TRUE,1,24,Closed,Upper,Yes,U_C
U_C_50_4,TRUE,1,24,Closed,Upper,Yes,U_C
U_O_15_4,TRUE,4,24,Open,Upper,No,U_O
L_C_08_4,TRUE,2,24.2,Closed,Lower,Yes,L_C
L_C_01_3,TRUE,1,24.5,Closed,Lower,No,L_C
M_O_02_1,TRUE,3,24.5,Open,Middle,No,M_O
M_O_08_3,TRUE,1,24.5,Open,Middle,No,M_O
M_O_13_4,TRUE,2,24.5,Open,Middle,Yes,M_O
M_O_43_3,TRUE,1,24.5,Open,Middle,No,M_O
M_O_19_2,TRUE,2,24.9,Open,Middle,No,M_O
L_C_27_4,TRUE,1,25,Closed,Lower,No,L_C
L_O_34_4,TRUE,0,25,Open,Lower,No,L_O
M_C_41_1,TRUE,2,25,Closed,Middle,No,M_C
M_O_11_4,TRUE,3,25,Open,Middle,Yes,M_O
U_O_51_2,TRUE,1,25,Open,Upper,No,U_O
L_C_21_4,TRUE,1,25.5,Closed,Lower,Yes,L_C
L_O_11_2,TRUE,1,25.5,Open,Lower,No,L_O
M_O_05_4,TRUE,1,25.5,Open,Middle,No,M_O
M_O_13_1,TRUE,3,25.6,Open,Middle,No,M_O
L_O_34_2,TRUE,1,26,Open,Lower,Yes,L_O
M_O_32_2,TRUE,1,26,Open,Middle,No,M_O
M_O_43_4,TRUE,2,26,Open,Middle,Yes,M_O
U_C_15_4,TRUE,3,26,Closed,Upper,Yes,U_C
U_O_44_2,TRUE,2,26,Open,Upper,No,U_O
L_C_11_3,TRUE,1,26.5,Closed,Lower,No,L_C
L_O_33_3,TRUE,1,27,Open,Lower,Yes,L_O
M_C_13_4,TRUE,3,27,Closed,Middle,Yes,M_C
M_C_37_4,TRUE,2,27,Closed,Middle,Yes,M_C
M_C_45_2,TRUE,2,27,Closed,Middle,Yes,M_C
M_O_06_1,TRUE,1,27,Open,Middle,Yes,M_O
U_C_16_1,TRUE,2,27,Closed,Upper,Yes,U_C
M_O_25_2,TRUE,2,28,Open,Middle,Yes,M_O
U_C_05_1,TRUE,3,28,Closed,Upper,Yes,U_C
L_O_11_3,TRUE,2,29,Open,Lower,No,L_O
M_O_09_4,TRUE,2,29,Open,Middle,No,M_O
U_C_28_4,TRUE,3,30.5,Closed,Upper,No,U_C
U_C_22_4,TRUE,2,31.6,Closed,Upper,No,U_C
M_O_12_2,TRUE,3,31.7,Open,Middle,No,M_O
M_O_31_1,TRUE,2,35,Open,Middle,Yes,M_O
M_O_36_3,TRUE,2,37,Open,Middle,Yes,M_O
M_O_33_3,TRUE,2,40,Open,Middle,Yes,M_O
M_O_37_3,TRUE,1,40,Open,Middle,No,M_O
M_O_30_4,TRUE,2,46,Open,Middle,Yes,M_O
M_O_09_1,TRUE,1,46.5,Open,Middle,Yes,M_O
U_O_49_3,TRUE,1,63,Open,Upper,Yes,U_O
